id,book_level,vocab,english_meaning,vietnamese_meaning,word_type,component
669,HSK 2,体育场,stadium,Sân vận động,noun,"体育场 (stadium) = 体育 (sports) + 场 (field/place)
体育 (sports) = 体 (body) + 育 (education) "
670,HSK 2,你们,You,Bạn,Pronoun,"你 = 亻 + 尔 (you)
 们 = 亻 + 门 (door)"
671,HSK 2,你呢,how about you,Còn bạn thì sao?,phrase (question particle 呢),"你呢 (how about you) = 你 (you) + 呢 (question particle)
你 (you) = 亻 (person) + 尔 (you)
呢 (particle) = 口 (mouth) + 尼 (nun)"
672,HSK 2,使用,use,Sử dụng,Verb,"使 = 亻 (human) + 十 (ten) + 口 (mouth) + 丨 (line) + 乂 (N/A)
用 = 用 (use)"
673,HSK 2,光线,light,Đèn / Ánh sáng,Noun,"光 = ⺌ (small) + 一 (one) + 儿 (legs)
线 = 纟 (silk) + 戋 (N/A)"
674,HSK 2,全家,Whole family,Cả gia đình,Noun,全 = 入 (enter) + 王 (king); 家 = 宀 (roof) + 豕 (pig)
675,HSK 2,八点,Eight o'clock,Tám giờ,Phrase,"八 = divide
 点 = see above"
676,HSK 2,公园,park,Công viên,Noun,"公 =  八 (eight/divide) + 厶 (private)
园 = 囗 (enclosure) + 二 (two) + 儿 (legs)"
677,HSK 2,其他, else,Khác / Những thứ khác,Pronoun,"其 = 甘 (sweet) + 一 (one) + 八 (eight/divide)
他 =>亻 (human) + 乚 (second) + ㇆ (N/A) + 丨 (line)"
678,HSK 2,再见,Goodbye,Tạm biệt,Phrase,"再 = 一 (one) + 冄 (again)
 见 = 目 (eye)"
679,HSK 2,军训,military training,Huấn luyện quân sự,noun,"军训 (military training) = 军 (army) + 训 (train; instruct)  
军 (army) = 冖 (cover) + 车 (vehicle)  
训 (train) = 讠(speech) + 川 (river)"
680,HSK 2,军队,army,Quân đội,noun,"军队 (army) = 军 (army) + 队 (team; troop)  
军 (army) = 冖 (cover) + 车 (vehicle)  
队 (team) = 阝 (mound) + 人 (person)"
681,HSK 2,农村,countryside,Nông thôn,Noun,"农 = 巾 (turban/scarf) + ㇒ (N/A) + ㇗ (N/A)
村 = 木 (tree) + 寸 (thumb)"
682,HSK 2,农民,farmer,Nông dân,Noun,"农 = 巾 (turban/scarf) + ㇒ (N/A) + ㇗ (N/A)
民 = 巳 (oneself) + ㇂ (N/A) + 一 (one)"
683,HSK 2,决定,decide,Quyết định,Verb,"决 = 冫 (ice) + 丨 (line) + 人 (human) + 𠃍 (vertical bend stroke) + 一 (one)
定 = 宀 (roof) +  一 (one) + 龰 (N/A)"
684,HSK 2,决心,determination,Quyết tâm,noun,"决心 (determination) = 决 (decide) + 心 (heart)  
决 (decide) = 冫 (ice) + 夬 (decide)  
心 (heart) = 心 (heart radical itself)"
685,HSK 2,准备,prepare; get ready,Chuẩn bị,Verb,"准 = 冫 (ice) + 隹 (small bird)
备 = 夂 (go) + 田 (field)"
686,HSK 2,凉快,cool,Mát,Adjective,"凉 = 冫 (ice) + 亠 (lid) + 口 (mouth) + 小 (small)
快 = 忄 (heart) + No glyph available + 丨 (line) + 人 (human)"
687,HSK 2,凉茶,herbal tea,Trà thảo mộc,noun,"凉茶 (herbal tea) = 凉 (cool) + 茶 (tea)  
凉 (cool) = 冫 (ice) + 京 (capital)  
茶 (tea) = 艹 (grass) + 人 (person) + 木 (tree)"
688,HSK 2,几岁,how old,Bao nhiêu tuổi,Asking age,"几 = 几 (table)
岁 = 山 (mountain) + 夕 (evening/unset)"
689,HSK 2,几点,What time?,Mấy giờ?,Phrase,"几 = small table (pictograph)
 点 = 灬 (fire) + 占 (occupy)"
690,HSK 2,出发,leaving,Rời đi,Verb,"出 = 出 (N/A)
发 = ㇗ (N/A) + 丨 (line) + 丶 (dot) + 又 (right hand)"
691,HSK 2,出差,business trip,Chuyến công tác,noun phrase,"出差 (business trip) = 出 (go out) + 差 (duty/errand)
出 = 屮(sprout) + 凵(container)
差 = 工(work) + 羊(sheep)"
692,HSK 2,出来,sun rise ,Ra ngoài / Đi ra,verb,"出来 (to rise; come out) = 出 (to go out) + 来 (to come)  
出 (go out) = 屮 (sprout) + 凵 (container)  
来 (come) = 木 (tree) + 夊 (walk slowly)"
693,HSK 2,分享,share,Chia sẻ,Verb,"分 = 八 (eight/divide) + 刀 (knife)
享 = 亠 (lid) + 口 (mouth) + 子 (child)"
694,HSK 2,别的,other,Khác,adjective phrase,"别的 (other) = 别 (separate) + 的 (possessive/structural particle)
别 = 刂 (knife) + another phonetic component
的 = 白 (white) + 勺 (spoon)"
695,HSK 2,刮风,to blow (of wind),Gió thổi,Verb,"刮 = 舌 (tongue) + 刂 (knife)
风 = 风 (wind)"
696,HSK 2,前面,before,Trước,preposition,"前面 (front) = 前 (before) + 面 (surface)  
前 (before) = ⺧ (cow) + 刀 (knife) + 月 (moon)  
面 (surface) = 囗 (enclosure) + 因 (cause)"
697,HSK 2,办公室,Office,Văn phòng,Noun,办 = 司 (command) + 办; 公 = 公 (public); 室 = 宿 (room) without 子
698,HSK 2,助理,assistant,Trợ lý,Noun,"助 = 月 (moon) + 一 (one) + 力 (power/force)
理 = 王 (jade) + 里 (village/mile)"
699,HSK 2,努力,strenuous,Gắng sức,Adjective,"努 = 女 (woman) + 又 (right hand) + 力 (power/force)
力 = 力 (power/force)"
700,HSK 2,勇敢,brave,Dũng cảm,adjective,"勇敢 (brave) = 勇 (courage) + 敢 (dare)  
勇 (courage) = 甬 (passage) + 力 (strength)  
敢 (dare) = 攵 (action) + 旱 (dry)"
701,HSK 2,化验,make a laboratory test,Làm xét nghiệm,Verb,"化 = 亻 (human) + 匕 (spoon) 
验 = 马 (horse) + 人 (human) + 一 (one) + ⺍ (small) + 一 (one)"
702,HSK 2,医务室,medical room,Phòng y tế,noun,医务室 (medical room) = 医务 (medical affairs) + 室 (room) = 医 (medical) + 务 (affair) + 室 (room)
703,HSK 2,千克,kilogram,Kilôgam,Measure,"千克 (kilogram)=千 (thousand)+克 (gram)
千 (thousand)=丿 (slash)+十 (ten)
克 (gram)=古 (ancient)+儿 (legs radical)
古 (ancient)=十 (ten)+口 (mouth)"
704,HSK 2,博客,blog,Blog,noun,"博客 (blog) = 博 (broad; extensive) + 客 (guest)  
博 (broad) = 十 (ten) + 尃 (spread)  
客 (guest) = 宀 (roof) + 各 (each; every)  
各 (each) = 夂 (go) + 口 (mouth)"
705,HSK 2,卧室,bedroom,Phòng ngủ,Noun,"卧 = 臣 (minister/official) + 卜 (divination)
室 = 宀 (roof) + 至 (arrive)"
706,HSK 2,历史,history; past record,Lịch sử,Noun,"历 = 厂 (cliff) + 力 (power/force)
史 = 口 (mouth) + 丨 (line) + 乂 (N/A)"
707,HSK 2,厉害,fierce,Dữ dội,Adjective,"厉 = 厂 (cliff) + 一 (one) + 丿 (bend) + ㇆ (N/A)
害 = 宀 (roof) + 一 (one) + 二 (two) + 丨 (line) + 口 (mouth)
"
708,HSK 2,厕所,restroom,Nhà vệ sinh,noun,"厕所 (restroom) = 厕 (toilet) + 所 (place)  
厕 (toilet) = 厂 (cliff) + 则 (rule; standard)  
所 (place) = 户 (door) + 斤 (axe)"
709,HSK 2,厨房,kitchen,Nhà bếp,Noun,"厨 = 厂 (cliff) + 豆 (bean) + 寸 (thumb)
房 = 户 (door/house) + 方 (square/raft)"
710,HSK 2,参加,join,Tham gia,Verb,"参 = 厶 (private) + 大 (big) + 彡 (bristle/beard)
加 = 力 (power/force) + 口 (mouth)"
711,HSK 2,参观,visit,Thăm,Noun,"参 = 厶 (private) + 大 (big) + 彡 (bristle/beard)
观 = 又 (right hand) + 见 (see)
"
712,HSK 2,双胞胎,twin,Sinh đôi,noun,"双胞胎 (twin) = 双 (double) + 胞 (womb) + 胎 (fetus)
双 = 又 (hand) + 又 (hand)
胞 = 月 (flesh) + 包 (wrap)
胎 = 月 (flesh) + 台 (platform)"
713,HSK 2,发展,develop,Phát triển,Verb,"发 = 丨 (line) -+ 丶 (dot) + 又 (right hand)
展 = 尸 (corpse) + 艹 (grass) + 一 (one) + 乚 (second)"
714,HSK 2,发音,pronunciation,Phát âm,Noun,"发 = ㇗ (N/A) + 丨 (line) + 丶 (dot) + 又 (right hand)
音 => 音 (sound)"
715,HSK 2,取钱,cash withdrawal,Rút tiền,verb phrase,"取钱 (cash withdrawal) = 取 (take) + 钱 (money)
取 = 耳 (ear) + 又 (hand → to take by force)
钱 = 钅(metal) + 戋 (small amount → money)"
716,HSK 2,口红,Lipstick,Son môi,Noun,口 (mouth) + 红 = 纟 + 工
717,HSK 2,口语,oral language; spoken language;,Ngôn ngữ nói / Kỹ năng nói,Noun,"口 = 口 (mouth)
语 = 讠 (speech) + 一 (one) + 力 (power/force) + 一 (one) + 口 (mouth)"
718,HSK 2,古老,age-old,Lâu đời,Adjective,"古 = 十 (ten) + 口 (mouth)
老 = 老 (old)"
719,HSK 2,句子,sentence,Câu,Noun,"句 = 勹 (wrap) + 口 (mouth)
子 = 子 (child)"
720,HSK 2,可以,Can / may,Có thể,Modal Verb,"可 = mouth + nail
 以 = person + slash"
721,HSK 2,可爱,cute,Dễ thương,adjective,"可爱 (cute) = 可 (can; able) + 爱 (love)  
可 (can; able) = 口 (mouth) + 丁 (nail)  
爱 (love) = 爫 (claw) + 冖 (cover) + 心 (heart)"
722,HSK 2,合适,fit perfectly,Vừa khít,Adjective,"合 = 人 (human) + 一 (one) + 口 (mouth)
适 = 辶 (walk) + 舌 (tongue)"
723,HSK 2,名,used for people,Dùng cho người,Measure word,名 = 夕 (evening/unset) + 口 (mouth)
724,HSK 2,后面,after,Sau,preposition,"后面 (after) = 后 (behind) + 面 (surface)  
后 (behind) = 一 (one) + 口 (mouth) + 人 (person)  
面 (surface) = 囗 (enclosure) + 因 (cause)"
725,HSK 2,听力,listening comprehension ,Kỹ năng nghe,Noun,"听 = 口 (mouth) + 斤 (axe)
力 = 力 (power/force)"
726,HSK 2,听说,Hear (it said),Nghe nói,Verb,"听 = 口 (mouth) + 斤 (axe – metaphor for sharp hearing)
 说 = 讠 (speech) + 兑 (exchange)"
727,HSK 2,周一,monday,Thứ Hai,Noun,"周 = 田 (field) + 口 (mouth)
一 = 一 (one)"
728,HSK 2,周围 ,around,Xung quanh,Noun,"周 = 田 (field) +  口 (mouth)
围 = 囗 (enclosure)  + 韦 (tanned leather)"
729,HSK 2,味道,taste,Hương vị,noun,"味道 (taste) = 味 (flavor) + 道 (way; manner)  
味 (flavor) = 口 (mouth) + 未 (not yet)  
道 (way) = 辶 (walk) + 首 (head)"
730,HSK 2,和,and,Và,conjunction,和 (and) = 禾 (grain) + 口 (mouth)
731,HSK 2,和平,peace,Hòa bình,Noun,"和 = 禾 (grain) + 口 (mouth)
平 = 干 (dry) + 丷 (eight/divide)"
732,HSK 2,咳嗽,cough,Ho,Verb,"咳 = 口 (mouth) + 亠 (lid) + 丨 (line) + ㇙ (N/A) + 人 (human)
嗽 = 口 (mouth) + 木 (tree) + 口 (mouth) + 欠 (yawn)"
733,HSK 2,哪国人,Nationality,Quốc tịch,noun,"哪国人 (which country person) = 哪 (which) + 国 (country) + 人 (person)
哪 (which) = 口(mouth) + 那(that)
那 (that) = 阝(city) + 月(moon/flesh)
国 (country) = 囗(enclosure) + 玉(jade)
人 (person) = pictograph of a standing person"
734,HSK 2,哪里,not at all,Không hề,Interjection,"哪 = 口 (mouth) + 那 (that)
里 = 田 (field) + 土 (earth) – something enclosed"
735,HSK 2,商店,Store,Cửa hàng,Noun,"商 = 立 (stand) + 冏 (bright)
 店 = 广 (shelter) + 占 (occupy)"
736,HSK 2,四川,Sichuan (Province),Tứ Xuyên,Noun,"四 = 囗 (enclosure) + 儿 (legs)
川 = 川 (river)"
737,HSK 2,回答,answer,Trả lời,verb,"回答 (answer) = 回 (return) + 答 (reply)  
回 (return) = 囗 (enclosure) + 口 (mouth)  
答 (reply) = ⺮(bamboo) + 合 (combine)"
738,HSK 2,国歌,national anthem,Quốc ca,noun,"国歌 (national anthem) = 国 (nation) + 歌 (song)  
国 (nation) = 囗 (enclosure) + 玉 (jade; treasure)  
歌 (song) = 哥 (elder brother) + 欠 (yawn; open mouth)"
739,HSK 2,图书馆,Library,Thư viện,Noun,"图 = 囗 (enclosure) + 冬 (winter)
 书 = 冖 (cover) + 又 (hand)
 馆 = 饣 (food) + 官 (official)"
740,HSK 2,地区,area,Khu vực,Noun,"地 = 土 (earth) + 乚 (second) + ㇆ (N/A) + 丨 (line)
区 = 匚 (box) + 乂 (N/A)"
741,HSK 2,地图,map,Bản đồ,noun,"地图 (map) = 地 (earth) + 图 (drawing)
地 (earth) = 土 (earth) + 也 (also)
图 (drawing) = 囗 (enclosure) + 冬 (winter)"
742,HSK 2,地方,district; locality,Khu vực / Địa phương,Noun,"地 = 土 (earth) + 乚 (second) + ㇆ (N/A) + 丨 (line)
方 = 方 (square/raft)"
743,HSK 2,地球,earth,Trái đất,noun,"地球 (earth) = 地 (earth; ground) + 球 (ball; globe)  
地 (earth) = 土 (earth) + 也 (also)  
球 (ball; globe) = 王 (jade) + 求 (to seek)"
744,HSK 2,垃圾,garbage ,Rác thải / Rác rưởi,noun,"垃圾 (garbage) = 垃 (trash) + 圾 (rubbish)  
垃 (trash) = 土 (earth) + 立 (stand)  
圾 (rubbish) = 土 (earth) + 及 (reach)"
745,HSK 2,士兵,soldier,Binh sĩ,noun,"士兵 (soldier) = 士 (soldier; man) + 兵 (troop)  
士 (soldier) = 士 (scholar; soldier radical itself)  
兵 (troop) = 乛 (bend) + 丘 (hill)"
746,HSK 2,声音,sound,Âm thanh,noun,"声音 (sound) = 声 (sound; voice) + 音 (tone)  
声 (sound) = 士 (scholar) + 尸 (body) + 壬 (ninth heavenly stem)  
音 (tone) = 立 (stand) + 日 (sun)"
747,HSK 2,备考,prepare for an exam,Chuẩn bị thi,Verb,"备 = 夂 (go) + 田 (field)
考 = 耂 (old) + 一 (one) + ㇉ (N/A)"
748,HSK 2,外面,out (move outside),Chuyển ra ngoài,Noun,"外 = 夕 (evening/unset) + 卜 (divination)
面 = 面 (face)"
749,HSK 2,多久,how long,Bao lâu,interrogative phrase,"多久 (how long) = 多 (many/much) + 久 (long time)
多 = 夕 (evening) +夕 (evening)
久 = 丿 (bend) + ⺁ (long stroke showing long-lasting)"
750,HSK 2,多云,cloudy,Có mây,adjective,"多云 (cloudy) = 多 (many) + 云 (cloud)  
多 (many) = 夕 (evening) + 夕 (evening)  
云 (cloud) = 二 (two) + 厶 (private)"
751,HSK 2,多大,how old,Bao nhiêu tuổi,Asking age,"多 =  多 (N/A)
大 = 大 (big)"
752,HSK 2,大便,stool,Phân,Noun,"大 = 大 (big)
便 = 亻 (human) + 一 (one) + 日 (sun/day) + 丨 (line) + 乂 (N/A)"
753,HSK 2,大卫,David (name),David,Noun,"大 = 大 (big)
卫 = ㇆ (N/A) + 丨 (line) + 一 (one)"
754,HSK 2,大夫,doctor,Bác sĩ,Noun,"大 = 大 (big)
夫 = 人 (human) + 二 (two)"
755,HSK 2,大学,University,Đại học,Noun,大 = big; 学 = roof + child + 学 radical
756,HSK 2,大楼,building; mansion,Tòa nhà,Noun,"大 = 大 (big)
楼 = 木 (tree) + 米 (rice) + 女 (woman)"
757,HSK 2,大理,dali city,Đại Lý,noun,"大 = 大 (big)
理 = 王 (jade) +  里 (village/mile)"
758,HSK 2,天气,Weather,Thời tiết,Noun,天 = sky; 气 = steam or air
759,HSK 2,天空,sky,Bầu trời,noun,"天空 (sky) = 天 (sky; heaven) + 空 (empty; space)  
天 (sky) = 一 (one) + 大 (big)  
空 (empty) = 穴 (cave) + 工 (work)"
760,HSK 2,太阳,sun,Mặt trời,noun,"太阳 (sun) = 太 (great) + 阳 (sunlight; positive)  
太 (great) = 大 (big) + 丶 (dot)  
阳 (sunlight) = 阝 (mound) + 昜 (bright; sun)"
761,HSK 2,失眠,insomnia,Mất ngủ,Noun,"失 = 人 (human) + 二 (two) + ㇒ (N/A)
眠 = 目 (eye) + 巳 (oneself) + ㇂ (N/A) + 一 (one)"
762,HSK 2,头疼,be worried about,Lo lắng về,Verb,"头 = 大 (big) + ⺀ (dot)
疼 = 疒 (sickness) + 夂 (go) + ⺀ (dot)"
763,HSK 2,奇怪,strange,Kỳ lạ,adjective,"奇怪 (strange) = 奇 (odd; strange) + 怪 (weird)  
奇 (odd) = 大 (big) + 可 (can)  
怪 (weird) = 忄(heart) + 圣 (holy)"
764,HSK 2,套,set,Đặt / Thiết lập,Measure word,套 = 大 (big) + 镸 (long/grow)
765,HSK 2,女儿,Daughter,Con gái,Noun,"女 = woman
 儿 = child"
766,HSK 2,女朋友,Girlfriend,Bạn gái,Noun,"女 = 女 (woman)
朋 = 朋 (N/A)
友 = 𠂇 (left hand) + 又 (right hand)"
767,HSK 2,奶奶,Grandmother,Bà,Noun,女 (woman) + 乃 (to bear)
768,HSK 2,好好,carefully,Cẩn thận,Adverb,好 = 女 (woman) + 子 (child)
769,HSK 2,妈妈,Mother,Mẹ,Noun,女 (woman) + 马 (horse) – phonetic
770,HSK 2,学习,Study / Learn,Học,Verb,"学 = 冖 (roof) + 子 (child) + ⺍ (hand/claw)
 习 = 羽 (feather, simplified) – implies “practice”"
771,HSK 2,孩子,child,Trẻ em,Noun,"孩 = 子 (child) + 亠 (lid) + 丨 (line) + ㇙ (N/A) + 人 (human)
子 = 子 (child)"
772,HSK 2,安静,quiet,Yên tĩnh,Adjective,"安 = 宀 (roof) + 女 (woman)
静 = 青 (green/blue) + ⺈ (knife) = ⺕ (pig snout) = 亅 (hook)"
773,HSK 2,客厅,living room,Phòng khách,Noun,"客 = 宀 (roof) + 夂 (go) + 口 (mouth)
厅 = 厂 (cliff) + 一 (one) + 亅 (hook)
"
774,HSK 2,害怕, scared,Sợ hãi / Lo sợ,adjective,"害怕 (afraid) = 害 (harm) + 怕 (fear)  
害 (harm) = 宀 (roof) + 口 (mouth) + 丰 (abundant)  
怕 (fear) = 忄(heart) + 白 (white)"
775,HSK 2,害羞,shy,Ngại,adjective,"害羞 (shy) = 害 (harm; timid) + 羞 (shy)  
害 (harm) = 宀 (roof) + 丰 (abundant) + 口 (mouth)  
羞 (shy) = 羊 (sheep) + 丑 (ugly)"
776,HSK 2,家乡,hometown,Quê hương,Noun,"家 = 宀 (roof) + 豕 (pig)
乡 = 乙 (second) +丿 (bend)"
777,HSK 2,容易,Easy,Dễ,Adjective,容 = roof + container; 易 = sun + stroke (easy)
778,HSK 2,寂寞,lonely,Cô đơn,Adjective,"寂 = 宀 (roof) + ⺊ (divination) + 一 (one) + 小 (small) + 又 (right hand)
寞 = 宀 (roof) + 艹 (grass) + 日 (sun/day) + 大 (big)"
779,HSK 2,射门,shoot (at the goal),Sút (ghi bàn),Verb,"射 = 身 (body) + 寸 (thumb)
门 = 门 (gate)"
780,HSK 2,小说,novel,Tiểu thuyết,noun,"小说 (novel) = 小 (small) + 说 (speak)  
小 (small) = ⺌ (small radical) + 丿 (stroke)  
说 (speak) = 讠 (speech radical) + 兑 (exchange)"
781,HSK 2,少数,few,Ít,Noun,"少 = 小 (small) + 丿 (bend)
数 = 米 (rice) + 女 (woman) + ⺙ (knock)"
782,HSK 2,尤其,especially,Đặc biệt,Adjective,"尤 = 尢 (lame) + 丶 (dot)
其 = 甘 (sweet) + 一 (one) + 八 (eight/divide)"
783,HSK 2,干燥,dry,Khô,adjective,"干燥 (dry) = 干 (dry) + 燥 (parched; arid)  
干 (dry) = 一 (one) + 十 (ten)  
燥 (parched) = 火 (fire) + 喿 (noisy; many trees)  
喿 (noisy) = 品 (many mouths) + 木 (tree)"
784,HSK 2,年轻,Young,Trẻ,Adjective,年 = 干 (dry) + 一; 轻 = 车 (car) + 圣 (holy)
785,HSK 2,广东,Guangdong,Quảng Đông,Proper Noun,"广东 (Guangdong)=广 (broad)+东 (east)
广 (broad)=厂 (cliff)+黄 (shelter component)
东 (east)=一 (one)+日 (sun)"
786,HSK 2,应用,applied,Ứng dụng,Adjective,"应 = 广 (house on cliff) + ⺍ (small) + 一 (one)
用 = 用 (use)"
787,HSK 2,应该,should; ought to,Nên,Verb,"应 = 广 (house on cliff) + ⺍ (small) + 一 (one)
该 = 讠 (speech) + 亠 (lid) + 丨 (line) + ㇙ (N/A) + 人 (human)"
788,HSK 2,座,Often used for larger or fixed objects.,Dùng cho vật lớn / cố định,Measure word,座 = 广 (house on cliff) + 土 (earth) + 从 (N/A)
789,HSK 2,开会,"meeting, to hold a meeting",Họp / Tổ chức họp,verb-object phrase,"开会 (meeting) = 开 (open/hold) + 会 (gather/meeting)
开 (open) = 一(one) + 廾(two hands)
会 (gather/meeting) = 人(person) + 云(to say/together)"
790,HSK 2,开发,exploit,Khai thác / Phát triển,Verb,"开 = 一 (one) + 廾 (N/A)
发 = ㇗ (N/A) + 丨 (line) + 丶 (dot) + 又 (right hand)"
791,HSK 2,开学,Start school,Bắt đầu học,Verb,开 = 门 (door) + 一 (open); 学 = cover + child + 爻 (lines)
792,HSK 2,开机,start a machine,Khởi động máy,Verb,"开 = 一 (one) + 廾 (N/A)
机 = 木 (tree) + 几 (table)"
793,HSK 2,弟弟,Younger brother,Em trai,Noun,弓 (bow) + 八 (eight) – symbolic for younger
794,HSK 2,当然,without doubt,Không nghi ngờ gì,Adverb,"当 = ⺌ (small) + 彐 (pig snout)
然 = 月 (moon) + 犬 (dog) + 灬 (fire)"
795,HSK 2,彩色,colour,Màu sắc,Noun,"颜色 (colour) = 颜 (face/appearance) + 色 (colour)
颜 (face/appearance) = 页 (head/page) + 彦 (elegant)
页 (head/page) = 丆 (one) + 贝 (shell/money)
彦 (elegant) = 产 (produce) + 彡 (hair/decoration)
色 (colour) = 巴 (wrap) + 卩 (seal)"
796,HSK 2,彩虹,rainbow,Cầu vồng,noun,"彩虹 (rainbow) = 彩 (color) + 虹 (rainbow; arc)  
彩 (color) = 彡 (hair; pattern) + 采 (to pick)  
采 (to pick) = 爫 (claw) + 木 (tree)  
虹 (rainbow) = 虫 (insect) + 工 (work)"
797,HSK 2,律师,Lawyer,Luật sư,Noun,律 = 彳 (step) + 聿 (brush); 师 = 幺 (tiny) + 帀
798,HSK 2,德国人,German,Người Đức / Tiếng Đức,noun,"德国人 (German) = 德 (virtue/Germany) + 国 (country) + 人 (person)
德 (virtue) = 彳 (step) + 直 (straight) + 心 (heart)
国 (country) = 囗 (enclosure) + 玉/王 (jade/king)
人 (person) = 亻 (person radical)"
799,HSK 2,忘记,forget,Quên,verb,"忘记 (forget) = 忘 (forget) + 记 (remember; record)  
忘 (forget) = 亡 (lose) + 心 (heart)  
记 (record) = 讠(speech) + 己 (self)"
800,HSK 2,思考,think,Suy nghĩ,Verb,"思 = 田 (field) + 心 (heart)
考 = 耂 (old) + 一 (one) + ㇉ (N/A)"
801,HSK 2,总经理,general manager,Tổng giám đốc,noun,"总经理 (general manager) = 总 (chief; general) + 经理 (manager)  
总 (general) = 丷 (divide) + 口 (mouth) + 心 (heart)  
经理 (manager) = 经 (manage) + 理 (reason; logic)  
经 (manage) = 纟(silk) + 巠 (passage)  
理 (reason) = 王 (jade) + 里 (inside)"
802,HSK 2,惊喜,pleasantly surprised,Ngạc nhiên vui mừng,Adjective,"惊 = 忄 (heart) + 亠 (lid) + 口 (mouth) + 小 (small)
喜 = 士 (scholar) + 口 (mouth) + 丷 (eight/divide) + 一 (one) + 口 (mouth)"
